text,stars,date,useful
"Holy Crap, what's with the bad reviews? I can't believe that this is the same place we ate dinner at last night!  We came around 5 pm ans sat on the patio. We had several servers come and ask if we were ready to order, but we weren't. We wanted fried calamari and also some hot apps, but the Hot Platter for 2 only had the grilled calamari. Our server was nice enough to substitute the fried calamari for us at no extra charge.   I had a glass of nice refreshing Greek white that hit the spot. The Greek Salad we had was super fresh and crunchy with a perfect dressing and just the right amount of feta.  The platter had 2 dolomades, that were very good and had a nice mint flavour behind the grape leaf. The house made sausage had loads of lemon zest in it and was exceptionally flavourful. Spanakopita was flaky, buttery and delicious and the octopus was nice, too. I have to say that the calamari was not as tender as I would have expected, but it wasn't terrible. They also brought us some delicious hummus that was made with fresh chickpeas. They also brought a nice helping of yummy tatziki on a plate.  The service was exceptional and we rarely waited for anything we needed. Our server asked my boyfriend if he wanted another diet coke, she cleared our cutlery from the greek salad and replaced it when our platter came.   Maybe it was a fluke, but we had an absolutely great little nosh and I'd come back again anytime.",4,2015-08-30 16:14:02,1
"After a spontaneous visit to Piccadilly, I am sold on their artisan organic froyo (with vegan options!) I was skeptical, which is why I held out for so long on a visit...but I was very pleased with the overall experience.  The decor is trendy and interesting, it's Cleveland-centric, and they offer great vegan options. When our group entered the store, we were warmly welcomed and given an explanation of how everything worked. It's a per-ounce froyo place with lots of possibilities. I chose the artisan organic tart yogurt and the vegan blueberry...mmm. One thing to note is that because it's vegan (made with coconut milk), it's not as creamy and melts a bit quicker if you're not used to vegan things. Yum.   They have lots of topping options, along with organic MOCHI and tons of fruit. They also have nutella and flavored bubbles! I usually go with the mochi and fruit with froyo, and all of it was very fresh.  It turned out to be a bit pricy, but I'm willing to pay for it - the whole thing, from the froyo to the overall experience.",5,2013-09-04 02:21:22,4
"For the first I've ever noticed, I think I was just cheated on gasoline!  I was near empty, and just got a fill up here where 20.5 gallons were poured. Generally near empty, the max I've ever seen is 18 - 18.2, because there's reserves.  I just looked it up, and I have a 20 gallon tank in my vehicle AFTER reserves are taken into account.   There's definitely something off here. The machines need to be calibrated properly.   Otherwise, it seems fine. Kind of dingy for a Terrible's location. I also wouldn't use their car wash. It's the ""touchy"" kind that gives your car a million little scrapes, ruining the paint job, especially apparent if you have a dark car.  If they fix their thieving ways, I'd give 'em 3 to 3.5 stars. For more, they'd need a serious cleaning and update.",1,2014-10-11 04:49:41,2
"We were recommended this Vet by a friend who has gone to him for years; and we are not disappointed.  Doctor Youssef first helped my boyfriend when his cat had a horrible hairball stuck in her stomach. He shows so much compassion and understanding for animals it is hard not to believe he truly cares for their well being.  He is not afraid to tell you if you are harming your pet. If they are overweight, he will tell you straight up and let you know you are causing them harm. If you are an uptight suburbian, then don't go to him. He will tell you that you are killing your dog feeding them 'Puppocinos'. Which you are.  I started taking my dog here after she expressed her hatred of her previous vet, who felt that it was 'no big deal' and that they could always just muzzle her or sedate her for check ups. I felt that was ridiculous and brought her to Doctor Youssef who felt the same and is doing everything in his power to make her comfortable with him and his staff. He has even let me take her around the whole building just to get use to it.   His prices are very fair, and he himself is the most trustworthy vet I have yet to meet. One conversation with him and you can tell he does not care about money, he is truly one of the very few who are in this business just because they care about animals.  I love this guy so much I recommended him to my best friend when she got her cat, and she takes it to him as well. She got the cat spayed and he offered to keep it overnight for free!  It is a drive away for me, but is well worth it. I would drive to Boulder City if I had to just to keep this guy as my vet.",5,2014-04-01 03:03:58,5
"Thank you so much Tanner!  Fantastic job.  Super nice clean shop.  Respectful, professional.  Just great.    thanks again.",5,2015-06-21 00:22:33,0
Comfortable surroundings. Great service. Food was very good. Defiantly will be back to try the rest of the menu and for dinner as well.,4,2017-06-06 20:16:56,0
"I've stayed at ALL hotels on the strip. Even when Stardust and Frontier was around. I've encountered the atmosphere, the check-in lines, the restaurants, the pools, and the nightclubs of these hotels. HANDS DOWN, Venetian & Palazzo has the best to offer in luxury. Yes, there are clubs better than TAO, and better restaurants than the Grand Lux, but those hotels with don't have great service or great decor or rooms as the Venetian. It's like some hotels focus on one great trait (day club, night club, room accommodations), but the Venetian has it all across the board. Tables are loose, Rooms are suite, family side of pool and adult side. Cosmo is catching up though...but yeah The Venetian is definitely tight butthole",5,2012-06-26 00:10:20,0
Wow!!! What a place. Took the kids here after Easter Brunch and had a great time. Can get a little pricey if not careful.  It took me an extra order of doughnut holes to convince them to leave!,4,2017-04-19 11:23:43,0
"We order out at work every week and got their menu in the mail and gave them a try last week.  Pizza, hoagies, salads and pasta dishes were ordered with no evidence leftover shortly after delivery.  I had pepperoni pizza and it was delicious.  Thinner crust than other places and light on the sauce, how I prefer my pizza.  Coworkers who had other food items enjoyed their lunch too.  Looking forward to trying other menu items!",5,2017-07-08 17:49:08,1
"The repair worked for a short time.  They were to fix the spring.  They repaired the spring seemingly, but within the year, the arm that pulls the door up broke from the door and I had to pay another charge.  Within the year, the door would not respond to detaching the arm with the power was out.  Now we are over to the next year.  My door tore up!!!  The arm detached, a panel was split, and the metal folded.  I called the company back and I got the ...you must pay us once again to come out and improperly fix your door.  I called the Original Overhead Door Company.  They were more expensive, but you get what you pay for.  They repaired the door by reinforcing what the arm was attached to.  What did they say....the arm was improperly attached, that the door and the iron should have never folded like it did.  Thankfully my door is still good but needs new panels as they were split and new iron across the bar as it was bent.",1,2017-11-06 18:02:14,1
"Early this past January, I needed to find a furnished rental in the uptown Charlotte market. I really had no idea of how or where to look. I was glad when I found the Sold on Charlotte site. As I recall I traded a few emails and phone calls with Chip and he was helpful in answering all my questions. We met at 626 North Graham and he showed me the unit there that was available. Between Chip and Sylvia, I was ""sold"" on that apartment and we got the ""paperwork"" going. I enjoyed my stay there which lasted 6 months (3 months more that I initially signed up for). When it came time to give my notice, Sylvia gave me all the details I needed, and these were pretty much the same that were in our initial Lease Agreement. They were kind enough to give me ample notice to show the apartment during my last 30 days, without too much inconvenience. Sylvia helped me tie up a few loose ends and even arranged to pick up a lamp for me that needed to be repaired when I moved out.   I would certainly reach out to the team at Sold on Charlotte again.   Kind regards,   John D",5,2014-11-12 15:29:08,0
"Wonderful cookies, but don't order delivery. Took almost 2 hours to deliver less than a mile.... and no refund.",2,2018-09-25 03:21:19,0
"The decor and everything int he restaurant is really nice and sheik looking. We got the Resting Panda and the Whiskey sour, both of which were very tasting drinks. We started with the Foo Foo plater (just to be able to try a bit of everything). It was pretty good actually, I'd highly recommend it! Our server (i believe her name was Nicky) was super awesome and really nice and helpful. She decided on getting the pork belly ramen and two sushi rolls. The ramen was good, a little salty, but I'd recommend it. Then we received the Spider roll, which was great. Next up was the Crispy roll, which was where the problems arose. We had to wait over 45 minutes for one roll. After about half an hour they finally brought us a different roll to apologize for it taking so long. Apparently they didn't have the crispy rice prepped so that was what was taking so long. I myself am a server, and although the server came over and apologized several times, it probably would have been a good idea to have the manager come and apologize. We finally got it and it was okay, and they ended up comping it, which was nice. I'd give this place one more try...But I most limey wouldn't order the crispy rice roll again.",3,2015-01-03 22:17:56,0
Nice way to spend the morning...relaxing by the pool enjoying breakfast at the Terrace Pointe Caf.  Service was great.  Food was delicious.   Please bring back the Lobster Eggs Benedict & the Wynn Sunrise Juice to the menu!!!,4,2018-02-23 21:52:21,2
"When I was looking for a new groomer as my old one was moving out of town I was asking my groomer at the time who she would recommend and she mentioned Diane at Razzle Dazzle. I can start with saying I was a little hesitant about taking my ""kids"" to just anyone 1) Razzle Dazzle is out of my way about 10 miles and 2) she was new. I'm so glad I called Diane and after talking to her on the phone I felt confident that she was the one who would take over caring for my little ones.  I have been taking my ""kids"" to Razzle Dazzle now for a couple years. All I can is Diane is simply AMAZING!!!! Let's just say I would travel an additional 30 miles if it meant that Diane would still be caring for my ""kids"".",5,2014-04-19 14:19:40,4
The one and only cashier working was so slow and  chatted with every customer while there is a long line. I never seen anything like it! Shooting the breeze while there is a long line of people who have other things to do is unacceptable. With all the other negative reviews I hope they get there act together because Sephora has much better service and hate to see another store close.,2,2016-01-30 02:42:39,2
They worry about their therapist but not their customers. I've been going on here for awhile and one time I missed and forgot about my appointment they charged me $60. They said that's the least they charge. Normally it's full price of your service. If it was so important not to miss an appointment why don't they give an automated text reminder within 1-2 hours of appointment like other places???,1,2018-10-04 13:32:55,0
"Pita jungle is one of our family's favorite places to go for a quick, fresh, healthy meal. The kids love the chipotle chicken flatbread and I am addicted to the Moroccan gazpacho! We feel great when we leave and usually try make better food choices for the rest of the day!",4,2013-10-24 02:49:09,0
"This review is only for take out matza ball soup. Real hot and tasty on rainy day. Some suggestions, though:  have sturdier containers for hot soup. Clear plastic are flimsy and can cause burns.  Need plastic soup spoons, teaspoons say we didn't plan for soup!  Also, I think cashier said bagel chips come with soup, but none were in bag. Indoor parking is the best on rainy days.  A good work in progress.",4,2018-01-09 20:59:41,0
"Driving late at night we were lucky to find the last room available at this location. The front desk clerk Breanne was super nice and helpful. The hotel felt welcoming and clean walking in, and the room was no different! I'd definitely stay again. We did not explore the other amenities.",5,2016-09-18 15:14:03,2
"I was very disappointed with the customer service from the server to the owner which really surprised me, what a BITCH!  I ordered a western omelet with hash browns crispy and when I got the omelet there was no cheese in it. The hash browns were barely cooked. In addition, we wanted coffee refills and no one ever came back to ask us!!  When I inquired about the no cheese the server told me no it doesn't come with it, and when I asked the owner she said that that isn't the correct way western omelets traditionally  are served! She argued with me about the history of the western omelet instead she should have been more focused on her customers being happy, especially since we I told her it was our first time there and we were excited to try her food Quite honestly, I don't look for a class lesson when I go out to eat I just want good food and good customer service, I got neither today!  The correct thing for the server and the half wit owner would have been to say, "" sorry sir but I would be happy to redo your omelet with cheese and make u another order of hash browns and make sure they are crispy"".  But guess what none of that happened!  I have cooked in restaurant my whole life and I have never heard of any omelet not coming with some type of cheese and even if she was correct in her history, she definitely failed me at her customer service skills. In addition, when paying for my food I was told that they only take cash so I had to go out and get cash to pay for this horrible experience and that didn't sit well with me, I almost said screwed it, but my conscience said don't do it, so I went back and paid my bill.  Long story short, if you want good customer service and u want good food I would recommend going to Denny's or Bob Evans. Oh yeah one more thing, if no stars were a choice I would have put none!!!",1,2015-12-20 19:46:48,1
Service was great. The food was disgusting. Ordered clam chowder and it was barely warm. Then ordered fried shrimp and the shrimp was not deveined. Seriously?! I'm paying $18.99 for fried shrimp with the poop vein still intact?! Ugh. Also ordered plain iced tea and it was frothy and super bitter. Definitely not at all impressed and won't be returning.,1,2016-09-18 17:37:41,0
"So idk why ppl are giving this place such a hard time. I'm reviewing for EDC weekend. We checked in Thursday (the 20th). The guy up front gave me great service.  If you're looking for a place just to crash it's not bad. Nice location. Mid strip. Kinda hidden though. It was a bit hard to get ppl to find us haha. Don't expect a hot tub or something fancy. Like I said, just a place to crash.",5,2013-06-24 07:30:36,3
